YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,9,4,5,UA,820,N68836,SFO,ORD,1305,1310,5,22,1332,248,246,212,1846,1904,12,1913,1916,3,0,0,,,,,,
2015,4,24,5,WN,1358,N8639B,FLL,PVD,1425,1418,-7,9,1427,185,195,180,1188,1727,6,1730,1733,3,0,0,,,,,,
2015,8,4,2,UA,487,N812UA,IAH,DCA,849,909,20,18,927,190,167,146,1208,1253,3,1259,1256,-3,0,0,,,,,,
2015,1,3,6,US,663,N207UW,PHX,KOA,1135,1147,12,13,1200,401,389,374,2860,1514,2,1516,1516,0,0,0,,,,,,
2015,3,10,2,B6,2116,N258JB,JAX,DCA,915,910,-5,15,925,111,102,85,634,1050,2,1106,1052,-14,0,0,,,,,,
2015,9,11,5,DL,931,N962DN,ATL,MSP,1052,1049,-3,16,1105,152,141,121,907,1206,4,1224,1210,-14,0,0,,,,,,
2015,7,31,5,AA,689,N659AW,PHX,EWR,2155,2151,-4,15,2206,277,262,241,2133,507,6,532,513,-19,0,0,,,,,,
2015,7,9,4,UA,641,N211UA,LAX,HNL,800,801,1,18,819,339,333,307,2556,1026,8,1039,1034,-5,0,0,,,,,,
2015,4,29,3,DL,2333,N363NW,MSP,SLC,1919,1919,0,12,1931,166,150,133,991,2044,5,2105,2049,-16,0,0,,,,,,
2015,1,17,6,MQ,2963,N612MQ,JFK,CVG,1510,1504,-6,24,1528,145,119,90,589,1658,5,1735,1703,-32,0,0,,,,,,
2015,9,24,4,UA,884,N437UA,ORD,EWR,1913,1908,-5,10,1918,129,112,95,719,2153,7,2222,2200,-22,0,0,,,,,,
2015,5,9,6,AA,8,N361AA,HNL,DFW,1740,1134,1074,,,459,,,3784,,,619,,,0,1,A,,,,,
2015,7,31,5,OO,3463,N219AG,ONT,PDX,915,918,3,12,930,128,124,107,838,1117,5,1123,1122,-1,0,0,,,,,,
2015,2,26,4,DL,465,N3773D,JFK,SJU,1200,1211,11,12,1223,228,212,196,1598,1639,4,1648,1643,-5,0,0,,,,,,
2015,5,2,6,MQ,3465,N649MQ,JFK,BNA,1455,1451,-4,21,1512,158,129,103,765,1555,5,1633,1600,-33,0,0,,,,,,
2015,11,22,7,HA,104,N492HA,LIH,HNL,620,612,-8,7,619,32,30,18,102,637,5,652,642,-10,0,0,,,,,,
2015,7,24,5,WN,2427,N7712G,STL,DCA,1550,1604,14,8,1612,115,111,99,719,1851,4,1845,1855,10,0,0,,,,,,
2015,1,12,1,MQ,3589,N665MQ,GSO,MIA,639,728,49,13,741,136,137,119,710,940,5,855,945,50,0,0,,1,0,49,0,0
2015,11,26,4,WN,4270,N644SW,PHX,OAK,1235,1235,0,7,1242,120,114,96,646,1318,11,1335,1329,-6,0,0,,,,,,
2015,10,25,7,UA,1192,N62849,11618,14027,1619,1616,-3,12,1628,176,154,138,1023,1846,4,1915,1850,-25,0,0,,,,,,
2015,7,5,7,AA,1297,N3CPAA,LAX,MIA,1045,1050,5,27,1117,316,346,312,2342,1929,7,1901,1936,35,0,0,,35,0,0,0,0
2015,7,19,7,AA,416,N812AW,PHX,STL,1210,1231,21,18,1249,178,173,150,1262,1719,5,1708,1724,16,0,0,,0,16,0,0,0
2015,12,27,7,EV,6117,N14991,CAE,ORD,1206,1223,17,7,1230,139,116,101,666,1311,8,1325,1319,-6,0,0,,,,,,
2015,9,7,1,AA,1175,N3EDAA,LGA,MIA,1228,1214,-14,16,1230,201,194,169,1096,1519,9,1549,1528,-21,0,0,,,,,,
2015,6,4,4,F9,607,N227FR,IND,DEN,1855,1852,-3,24,1916,159,165,131,977,1927,10,1934,1937,3,0,0,,,,,,
2015,11,15,7,WN,4006,N8652B,DEN,LAX,1205,1214,9,10,1224,150,151,131,862,1335,10,1335,1345,10,0,0,,,,,,
2015,8,12,3,DL,2250,N986AT,GSP,ATL,1200,1203,3,16,1219,70,55,31,153,1250,8,1310,1258,-12,0,0,,,,,,
2015,8,24,1,OO,6439,N984CA,DEN,BOI,1511,1508,-3,18,1526,126,118,96,649,1702,4,1717,1706,-11,0,0,,,,,,
2015,7,9,4,OO,5619,N755SK,LIT,DEN,1643,1651,8,13,1704,138,202,115,771,1759,74,1801,1913,72,0,0,,64,0,0,8,0
2015,3,8,7,DL,2005,N922DX,DTW,ATL,1210,1214,4,19,1233,128,110,84,594,1357,7,1418,1404,-14,0,0,,,,,,
2015,8,3,1,WN,745,N7740A,OAK,BUR,1130,1128,-2,7,1135,65,60,51,325,1226,2,1235,1228,-7,0,0,,,,,,
2015,3,2,1,OO,2724,N897SK,SBP,PHX,1230,1229,-1,11,1240,99,106,87,509,1507,8,1509,1515,6,0,0,,,,,,
2015,4,23,4,WN,524,N743SW,OAK,PHX,2000,2007,7,10,2017,110,107,92,646,2149,5,2150,2154,4,0,0,,,,,,
2015,2,25,3,WN,39,N392SW,SAT,DAL,1430,1457,27,7,1504,60,52,42,248,1546,3,1530,1549,19,0,0,,0,0,1,18,0
2015,5,14,4,EV,4516,N14203,MEM,IAH,1838,1833,-5,15,1848,109,106,73,468,2001,18,2027,2019,-8,0,0,,,,,,
2015,8,14,5,UA,1024,N66848,EWR,SFO,1926,1946,20,14,2000,381,361,317,2565,2217,30,2247,2247,0,0,0,,,,,,
2015,8,16,7,OO,6406,N982SW,EUG,SFO,1248,1243,-5,11,1254,102,91,77,451,1411,3,1430,1414,-16,0,0,,,,,,
2015,9,13,7,WN,253,N231WN,EWR,BNA,600,554,-6,11,605,140,124,107,748,652,6,720,658,-22,0,0,,,,,,
2015,11,13,5,AA,751,N572UW,PHL,DFW,1630,1628,-2,31,1659,237,240,197,1303,1916,12,1927,1928,1,0,0,,,,,,
2015,1,15,4,OO,4684,N449SW,MSP,RST,1920,1922,2,35,1957,52,59,20,76,2017,4,2012,2021,9,0,0,,,,,,
2015,8,29,6,UA,1541,N16701,IAH,DEN,1738,1736,-2,18,1754,154,151,118,862,1852,15,1912,1907,-5,0,0,,,,,,
2015,8,23,7,WN,2978,N8325D,PDX,MDW,1445,1532,47,10,1542,240,223,206,1751,2108,7,2045,2115,30,0,0,,0,0,30,0,0
2015,12,3,4,DL,1914,N310DE,BHM,ATL,645,645,0,27,712,69,68,31,134,843,10,854,853,-1,0,0,,,,,,
2015,6,11,4,EV,4434,N14143,MCI,EWR,701,658,-3,21,719,169,174,147,1092,1046,6,1050,1052,2,0,0,,,,,,
2015,4,20,1,AA,1020,N4XJAA,LAX,AUS,1435,1429,-6,18,1447,173,172,150,1242,1917,4,1928,1921,-7,0,0,,,,,,
2015,4,1,3,US,598,N543UW,LAX,PHL,625,629,4,23,652,315,310,283,2402,1435,4,1440,1439,-1,0,0,,,,,,
2015,3,3,2,AA,341,N550AA,DFW,AUS,1620,1627,7,11,1638,57,58,37,190,1715,10,1717,1725,8,0,0,,,,,,
2015,11,16,1,AA,406,N672AW,BOI,PHX,645,639,-6,36,715,131,145,105,735,900,4,856,904,8,0,0,,,,,,
2015,5,21,4,EV,6066,N12195,ISN,IAH,1407,1403,-4,13,1416,222,199,174,1330,1710,12,1749,1722,-27,0,0,,,,,,
2015,9,16,3,EV,4281,N33182,PIT,IAH,1140,1134,-6,8,1142,194,173,156,1117,1318,9,1354,1327,-27,0,0,,,,,,
2015,8,28,5,AA,609,N575UW,ATL,CLT,1535,1529,-6,23,1552,87,75,41,226,1633,11,1702,1644,-18,0,0,,,,,,
2015,9,4,5,WN,2203,N772SW,RDU,BNA,1915,1908,-7,4,1912,90,75,66,442,1918,5,1945,1923,-22,0,0,,,,,,
2015,10,5,1,F9,566,N933FR,11292,14492,2355,2351,-4,11,2,195,185,168,1436,450,6,510,456,-14,0,0,,,,,,
2015,3,12,4,WN,148,N920WN,HOU,BNA,855,858,3,16,914,105,101,80,670,1034,5,1040,1039,-1,0,0,,,,,,
2015,1,25,7,WN,2135,N499WN,LAS,PHX,930,926,-4,15,941,65,70,49,255,1130,6,1135,1136,1,0,0,,,,,,
2015,3,2,1,AS,67,N516AS,JNU,ANC,1955,1937,-18,12,1949,105,95,79,571,2108,4,2140,2112,-28,0,0,,,,,,
2015,7,18,6,EV,4351,N14573,JAX,EWR,1120,1210,50,10,1220,144,138,120,820,1420,8,1344,1428,44,0,0,,0,0,0,44,0
2015,6,15,1,DL,2235,N345NB,MSP,BOI,912,905,-7,17,922,184,188,166,1142,1108,5,1116,1113,-3,0,0,,,,,,
2015,8,4,2,NK,936,N502NK,ACY,ORD,1649,1646,-3,8,1654,148,130,115,720,1749,7,1817,1756,-21,0,0,,,,,,
2015,5,14,4,AA,1348,N585AA,RDU,ORD,1810,1810,0,18,1828,135,151,106,646,1914,27,1925,1941,16,0,0,,16,0,0,0,0
2015,4,27,1,HA,516,N480HA,HNL,OGG,2150,2145,-5,9,2154,36,37,23,100,2217,5,2226,2222,-4,0,0,,,,,,
2015,1,12,1,EV,4283,N11536,DFW,IAH,935,953,18,12,1005,66,72,48,224,1053,12,1041,1105,24,0,0,,6,0,2,16,0
2015,9,10,4,AA,1004,N023AA,AUS,DFW,839,833,-6,8,841,72,54,40,190,921,6,951,927,-24,0,0,,,,,,
2015,5,29,5,AA,1541,N5CKAA,BOS,MIA,750,750,0,14,804,210,191,173,1258,1057,4,1120,1101,-19,0,0,,,,,,
2015,6,3,3,NK,936,N508NK,ACY,ORD,1649,1700,11,11,1711,148,126,107,720,1758,8,1817,1806,-11,0,0,,,,,,
2015,7,30,4,AS,619,N626AS,LAS,SEA,1055,1056,1,22,1118,147,161,126,867,1324,13,1322,1337,15,0,0,,15,0,0,0,0
2015,3,21,6,OO,2879,N492SW,SAN,LAX,1700,1653,-7,21,1714,48,54,27,109,1741,6,1748,1747,-1,0,0,,,,,,
2015,3,15,7,UA,632,N819UA,MSP,ORD,1058,1100,2,11,1111,97,82,54,334,1205,17,1235,1222,-13,0,0,,,,,,
2015,10,16,5,WN,617,N7822A,10397,12892,2040,2155,75,15,2210,300,272,252,1947,2322,5,2240,2327,47,0,0,,0,0,0,47,0
2015,12,4,5,DL,2305,N6710E,SFO,MSP,1234,1234,0,12,1246,220,191,176,1589,1742,3,1814,1745,-29,0,0,,,,,,
2015,3,11,3,WN,2073,N442WN,SAN,HOU,1025,1030,5,10,1040,175,174,161,1313,1521,3,1520,1524,4,0,0,,,,,,
2015,10,2,5,NK,642,N638NK,15304,11433,1455,1515,20,9,1524,150,129,114,983,1718,6,1725,1724,-1,0,0,,,,,,
2015,7,15,3,OO,4656,N460SW,MSP,DAY,1640,1636,-4,22,1658,107,109,82,574,1920,5,1927,1925,-2,0,0,,,,,,
2015,7,14,2,WN,1277,N685SW,TPA,IND,1750,1805,15,12,1817,135,157,140,837,2037,5,2005,2042,37,0,0,,22,0,10,5,0
2015,11,2,1,B6,228,N565JB,MCO,EWR,1110,1147,37,16,1203,158,157,134,937,1417,7,1348,1424,36,0,0,,0,0,23,13,0
2015,10,15,4,WN,2112,N383SW,13487,15016,1140,1141,1,13,1154,85,77,61,448,1255,3,1305,1258,-7,0,0,,,,,,
2015,4,7,2,OO,4679,N445SW,FNT,MSP,1200,1300,60,15,1315,103,107,86,491,1341,6,1243,1347,64,0,0,,4,0,0,60,0
2015,1,19,1,EV,4753,N11140,ORD,GRR,1614,1609,-5,14,1623,55,48,29,137,1752,5,1809,1757,-12,0,0,,,,,,
2015,12,23,3,DL,2185,N910DE,DTW,PHL,2030,2133,63,31,2204,98,110,74,453,2318,5,2208,2323,75,0,0,,75,0,0,0,0
2015,11,5,4,DL,1665,N311US,DFW,SLC,1415,1428,13,14,1442,167,161,144,989,1606,3,1602,1609,7,0,0,,,,,,
2015,6,10,3,WN,235,N251WN,OAK,ONT,1240,1256,16,7,1303,70,67,55,362,1358,5,1350,1403,13,0,0,,,,,,
2015,1,18,7,AA,1521,N3HNAA,MIA,LAS,925,922,-3,27,949,343,340,304,2174,1153,9,1208,1202,-6,0,0,,,,,,
2015,7,21,2,B6,63,N637JB,JFK,SEA,901,858,-3,26,924,370,362,330,2422,1154,6,1211,1200,-11,0,0,,,,,,
2015,9,25,5,NK,788,N604NK,LAS,DTW,2157,2158,1,12,2210,225,234,214,1749,444,8,442,452,10,0,0,,,,,,
2015,5,17,7,DL,2128,N6711M,DTW,MCO,1025,1023,-2,12,1035,155,142,124,957,1239,6,1300,1245,-15,0,0,,,,,,
2015,6,30,2,MQ,3029,N650MQ,CID,DFW,1417,1420,3,9,1429,126,114,88,685,1557,17,1623,1614,-9,0,0,,,,,,
2015,12,11,5,DL,2262,N195DN,LAX,JFK,1405,1357,-8,22,1419,323,287,258,2475,2137,7,2228,2144,-44,0,0,,,,,,
2015,8,4,2,OO,6368,N932EV,DEN,BIS,1723,1725,2,17,1742,98,94,74,516,1956,3,2001,1959,-2,0,0,,,,,,
2015,4,16,4,WN,2420,N725SW,SJC,LAX,1740,1747,7,10,1757,70,63,48,308,1845,5,1850,1850,0,0,0,,,,,,
2015,6,7,7,EV,4360,N13913,MAF,IAH,1935,1933,-2,10,1943,88,81,63,429,2046,8,2103,2054,-9,0,0,,,,,,
2015,1,3,6,OO,4606,N549CA,LAS,LAX,1636,1658,22,17,1715,72,65,41,236,1756,7,1748,1803,15,0,0,,0,0,15,0,0
2015,11,14,6,AA,1051,N879AA,SFO,DFW,59,59,0,13,112,196,196,175,1464,607,8,615,615,0,0,0,,,,,,
2015,10,18,7,AA,560,N186US,14107,14747,730,722,-8,14,736,181,176,148,1107,1004,14,1031,1018,-13,0,0,,,,,,
2015,1,18,7,HA,223,N486HA,HNL,LIH,2001,1954,-7,9,2003,37,35,21,102,2024,5,2038,2029,-9,0,0,,,,,,
2015,3,21,6,EV,5021,N153PQ,MSP,JAX,1122,1119,-3,18,1137,175,172,140,1174,1457,14,1517,1511,-6,0,0,,,,,,
2015,7,2,4,AA,2063,N150UW,MCO,CLT,1200,1158,-2,13,1211,103,100,75,468,1326,12,1343,1338,-5,0,0,,,,,,
2015,11,5,4,DL,2441,N966DL,ATL,MEM,810,809,-1,18,827,85,83,61,332,828,4,835,832,-3,0,0,,,,,,
2015,9,29,2,WN,638,N769SW,MDW,LAX,1345,1359,14,10,1409,265,261,248,1750,1617,3,1610,1620,10,0,0,,,,,,
2015,1,27,2,NK,734,N632NK,DFW,DTW,1955,1946,-9,20,2006,143,173,143,986,2329,10,2318,2339,21,0,0,,21,0,0,0,0
2015,9,30,3,AS,374,N613AS,SEA,SMF,1215,1213,-2,18,1231,103,109,86,605,1357,5,1358,1402,4,0,0,,,,,,
2015,3,6,5,WN,3925,N434WN,BUR,OAK,1920,1931,11,9,1940,75,64,48,325,2028,7,2035,2035,0,0,0,,,,,,
2015,6,14,7,UA,1190,N33714,ORD,PDX,1227,1535,188,22,1557,261,256,232,1739,1749,2,1448,1751,183,0,0,,0,0,183,0,0
2015,9,11,5,OO,4713,N8933B,SLC,SMF,1515,1503,-12,25,1528,108,112,79,532,1547,8,1603,1555,-8,0,0,,,,,,
2015,9,2,3,MQ,3645,N928MQ,ORD,FSD,2003,2002,-1,15,2017,103,91,73,462,2130,3,2146,2133,-13,0,0,,,,,,
2015,1,15,4,DL,1923,N361NB,LGA,MIA,1329,1331,2,56,1427,205,215,155,1096,1702,4,1654,1706,12,0,0,,,,,,
2015,1,24,6,MQ,3666,N933MQ,LSE,ORD,1003,951,-12,9,1000,72,59,43,215,1043,7,1115,1050,-25,0,0,,,,,,
2015,4,11,6,EV,6033,N17159,SHV,IAH,1347,1340,-7,10,1350,63,69,48,192,1438,11,1450,1449,-1,0,0,,,,,,
2015,8,22,6,EV,5086,N228PQ,CLE,MSP,730,725,-5,12,737,114,109,91,622,808,6,824,814,-10,0,0,,,,,,
2015,1,4,7,EV,4723,N10156,DEN,GUC,1940,2003,23,10,2013,52,48,34,152,2047,4,2032,2051,19,0,0,,0,0,18,1,0
2015,10,11,7,WN,5078,N202WN,11259,14100,905,902,-3,11,913,190,199,180,1295,1313,8,1315,1321,6,0,0,,,,,,
2015,1,25,7,EV,5073,N614QX,MSP,BIS,2140,2137,-3,11,2148,90,82,67,386,2255,4,2310,2259,-11,0,0,,,,,,
2015,2,15,7,B6,183,N584JB,JFK,MCO,1759,1757,-2,15,1812,178,160,140,944,2032,5,2057,2037,-20,0,0,,,,,,
2015,3,30,1,UA,647,N516UA,IAD,SFO,1956,2002,6,11,2013,353,339,321,2419,2234,7,2249,2241,-8,0,0,,,,,,
2015,6,2,2,WN,1031,N357SW,SFO,SAN,600,603,3,11,614,90,80,66,447,720,3,730,723,-7,0,0,,,,,,
2015,10,21,3,DL,823,N911DA,11057,10397,540,537,-3,17,554,70,65,41,226,635,7,650,642,-8,0,0,,,,,,
2015,1,5,1,US,2113,N956UW,BOS,DCA,1200,1155,-5,14,1209,90,100,84,399,1333,2,1330,1335,5,0,0,,,,,,
2015,9,28,1,WN,2582,N944WN,SAN,LAS,850,850,0,10,900,75,65,49,258,949,6,1005,955,-10,0,0,,,,,,
2015,6,7,7,NK,943,N528NK,ORD,ACY,650,709,19,19,728,114,125,102,720,1010,4,944,1014,30,0,0,,30,0,0,0,0
2015,12,26,6,DL,342,N360NW,ATL,BNA,2040,2158,78,12,2210,72,62,43,214,2153,7,2052,2200,68,0,0,,0,0,68,0,0
2015,5,1,5,DL,2078,N329NB,SAN,SLC,1632,1623,-9,22,1645,113,113,87,626,1912,4,1925,1916,-9,0,0,,,,,,
2015,2,24,2,DL,1765,N549US,ATL,RSW,1225,1222,-3,13,1235,105,93,76,515,1351,4,1410,1355,-15,0,0,,,,,,
2015,2,7,6,WN,4032,N8312C,MHT,MCO,1115,1115,0,13,1128,215,170,151,1142,1359,6,1450,1405,-45,0,0,,,,,,
2015,10,21,3,DL,5,N358NB,10397,14122,1415,1412,-3,16,1428,97,100,73,526,1541,11,1552,1552,0,0,0,,,,,,
2015,8,6,4,OO,6337,N926SW,FCA,DEN,1359,1403,4,20,1423,132,136,103,752,1606,13,1611,1619,8,0,0,,,,,,
2015,4,8,3,US,713,N575UW,CLT,MSP,1119,1124,5,15,1139,159,168,148,930,1307,5,1258,1312,14,0,0,,,,,,
2015,6,28,7,OO,4486,N825SK,BNA,MSP,614,609,-5,10,619,136,150,136,695,835,4,830,839,9,0,0,,,,,,
2015,6,1,1,WN,160,N7816B,SJC,LAX,1825,1821,-4,17,1838,70,77,51,308,1929,9,1935,1938,3,0,0,,,,,,
2015,7,31,5,WN,178,N7728D,AUS,ELP,2030,2037,7,16,2053,90,89,69,528,2102,4,2100,2106,6,0,0,,,,,,
2015,8,9,7,DL,993,N326NB,ATL,CRW,2043,2040,-3,12,2052,86,69,52,363,2144,5,2209,2149,-20,0,0,,,,,,
2015,7,21,2,AS,578,N305AS,PDX,LAX,1435,1430,-5,20,1450,145,144,115,834,1645,9,1700,1654,-6,0,0,,,,,,
2015,9,18,5,UA,529,N833UA,EWR,SNA,1306,1330,24,9,1339,364,351,336,2434,1615,6,1610,1621,11,0,0,,,,,,
2015,6,21,7,AS,486,N530AS,SEA,SAN,1425,1423,-2,21,1444,157,163,139,1050,1703,3,1702,1706,4,0,0,,,,,,
2015,4,10,5,WN,269,N8307K,BWI,MDW,1755,1808,13,13,1821,120,122,104,611,1905,5,1855,1910,15,0,0,,2,0,13,0,0
2015,10,16,5,WN,2565,N453WN,15304,10423,1115,1115,0,9,1124,155,142,129,928,1233,4,1250,1237,-13,0,0,,,,,,
2015,7,27,1,WN,840,N284WN,DAL,MDW,1030,1031,1,7,1038,130,136,104,793,1222,25,1240,1247,7,0,0,,,,,,
2015,11,15,7,WN,194,N737JW,GRR,MCO,1215,1240,25,8,1248,175,158,137,1024,1505,13,1510,1518,8,0,0,,,,,,
2015,9,30,3,AA,2306,N3KCAA,PBI,DFW,1344,1335,-9,13,1348,189,176,152,1102,1520,11,1553,1531,-22,0,0,,,,,,
2015,4,28,2,DL,2126,N940DN,PIT,ATL,820,818,-2,9,827,110,97,79,526,946,9,1010,955,-15,0,0,,,,,,
2015,4,20,1,DL,1675,N944DL,ATL,IAH,1205,1205,0,18,1223,135,139,114,689,1317,7,1320,1324,4,0,0,,,,,,
2015,7,5,7,WN,4041,N248WN,DEN,GEG,1150,1147,-3,12,1159,140,133,115,836,1254,6,1310,1300,-10,0,0,,,,,,
2015,11,17,2,WN,687,N630WN,SEA,DAL,855,914,19,25,939,220,229,197,1670,1456,7,1435,1503,28,0,0,,9,0,8,11,0
2015,2,19,4,AA,2379,N467AA,RDU,DFW,629,624,-5,13,637,201,192,163,1061,820,16,850,836,-14,0,0,,,,,,
2015,8,17,1,F9,658,N919FR,SFO,DEN,1010,1004,-6,14,1018,147,147,123,967,1321,10,1337,1331,-6,0,0,,,,,,
2015,2,8,7,NK,762,N517NK,ATL,ORD,920,938,18,12,950,120,120,93,606,1023,15,1020,1038,18,0,0,,0,0,18,0,0
2015,11,5,4,DL,1792,N829DN,SAN,ATL,2230,2226,-4,11,2237,237,228,208,1892,505,9,527,514,-13,0,0,,,,,,
2015,9,10,4,AA,1880,N764US,DCA,PVD,1135,1340,125,58,1438,76,150,88,356,1606,4,1251,1610,199,0,0,,199,0,0,0,0
2015,10,12,1,AS,674,N557AS,14747,11292,640,635,-5,15,650,150,137,116,1024,946,6,1010,952,-18,0,0,,,,,,
2015,6,12,5,WN,3229,N430WN,BUR,OAK,935,939,4,12,951,70,68,49,325,1040,7,1045,1047,2,0,0,,,,,,
2015,5,26,2,OO,4700,N813SK,SMF,LAX,607,603,-4,18,621,93,84,56,373,717,10,740,727,-13,0,0,,,,,,
2015,7,7,2,OO,6345,N716SK,ORD,OKC,1911,2034,83,30,2104,131,149,110,693,2254,9,2122,2303,101,0,0,,18,0,0,83,0
2015,1,9,5,WN,61,N604SW,DAL,HOU,2130,2237,67,7,2244,65,51,38,239,2322,6,2235,2328,53,0,0,,0,0,53,0,0
2015,5,10,7,MQ,3389,N8EGMQ,PIT,ORD,1215,1206,-9,10,1216,95,92,72,413,1228,10,1250,1238,-12,0,0,,,,,,
2015,3,24,2,EV,5783,N14558,IAH,LFT,742,729,-13,22,751,58,71,43,201,834,6,840,840,0,0,0,,,,,,
2015,5,1,5,WN,621,N558WN,FLL,TPA,640,705,25,11,716,60,49,34,197,750,4,740,754,14,0,0,,,,,,
2015,8,28,5,AA,1754,N770UW,CLT,BDL,1849,1844,-5,17,1901,117,111,91,644,2032,3,2046,2035,-11,0,0,,,,,,
2015,6,1,1,VX,241,N625VA,ORD,LAX,1725,1724,-1,15,1739,275,257,231,1744,1930,11,2000,1941,-19,0,0,,,,,,
2015,1,14,3,EV,5541,N850AS,ATL,AGS,907,905,-2,17,922,51,49,30,143,952,2,958,954,-4,0,0,,,,,,
2015,11,20,5,WN,2935,N283WN,BWI,ATL,1910,1910,0,11,1921,125,119,95,577,2056,13,2115,2109,-6,0,0,,,,,,
2015,1,27,2,DL,2144,N325NB,DTW,DCA,1726,1725,-1,12,1737,92,88,73,405,1850,3,1858,1853,-5,0,0,,,,,,
2015,6,21,7,OO,6203,N128SY,ORD,DCA,1520,1520,0,17,1537,119,108,84,612,1801,7,1819,1808,-11,0,0,,,,,,
2015,11,10,2,HA,45,N583HA,SJC,OGG,720,709,-11,11,720,335,312,296,2355,1016,5,1055,1021,-34,0,0,,,,,,
2015,11,8,7,DL,798,N974AT,TYS,ATL,1720,1719,-1,12,1731,66,65,45,152,1816,8,1826,1824,-2,0,0,,,,,,
2015,1,18,7,EV,4565,N15912,GSO,EWR,1900,,,,,99,,,445,,,2039,,,0,1,C,,,,,
2015,3,1,7,WN,465,N7709A,ECP,HOU,1010,1005,-5,8,1013,120,113,101,571,1154,4,1210,1158,-12,0,0,,,,,,
2015,4,2,4,EV,5449,N612QX,DTW,ELM,1354,1346,-8,20,1406,66,74,50,332,1456,4,1500,1500,0,0,0,,,,,,
2015,4,15,3,WN,1079,N770SA,PHX,RNO,2105,2105,0,13,2118,105,112,94,601,2252,5,2250,2257,7,0,0,,,,,,
2015,9,4,5,AS,29,N461AS,ORD,SEA,1525,1524,-1,30,1554,259,262,229,1721,1743,3,1744,1746,2,0,0,,,,,,
2015,6,25,4,DL,1561,N934DL,ATL,PHL,1110,1215,65,17,1232,129,112,91,666,1403,4,1319,1407,48,0,0,,0,0,48,0,0
2015,12,6,7,B6,578,N766JB,SFO,FLL,1026,1138,72,18,1156,314,313,289,2584,1945,6,1840,1951,71,0,0,,0,0,1,70,0
2015,8,19,3,DL,1540,N964DL,OKC,ATL,600,617,17,15,632,125,122,101,761,913,6,905,919,14,0,0,,,,,,
2015,7,16,4,AA,2223,N3HHAA,ORD,LAX,1400,1445,45,19,1504,276,262,232,1744,1656,11,1636,1707,31,0,0,,0,0,4,27,0
2015,1,23,5,EV,5225,N860AS,ATL,CID,2054,2151,57,12,2203,132,115,97,694,2240,6,2206,2246,40,0,0,,0,0,0,40,0
2015,10,23,5,WN,2852,N7826B,12889,14908,1235,1230,-5,11,1241,65,57,42,226,1323,4,1340,1327,-13,0,0,,,,,,
2015,3,22,7,DL,1500,N950DN,ATL,BOS,1350,1354,4,14,1408,163,134,115,946,1603,5,1633,1608,-25,0,0,,,,,,
2015,3,21,6,WN,2157,N470WN,LAS,SAN,1110,1119,9,10,1129,70,62,48,258,1217,4,1220,1221,1,0,0,,,,,,
2015,5,4,1,EV,4131,N11565,ICT,IAH,1831,1832,1,10,1842,104,95,80,542,2002,5,2015,2007,-8,0,0,,,,,,
2015,2,26,4,WN,711,N227WN,SAT,LAS,800,754,-6,10,804,180,180,166,1069,850,4,900,854,-6,0,0,,,,,,
2015,5,5,2,DL,1579,N918DE,DTW,MIA,1205,1204,-1,22,1226,184,185,157,1145,1503,6,1509,1509,0,0,0,,,,,,
2015,11,22,7,DL,879,N919AT,IND,DTW,630,626,-4,25,651,70,72,41,231,732,6,740,738,-2,0,0,,,,,,
2015,2,26,4,MQ,3277,N657MQ,ORD,GRR,740,,,,,45,,,137,,,925,,,0,1,B,,,,,
2015,3,26,4,AS,37,N622AS,MSP,SEA,1620,1615,-5,8,1623,220,199,186,1399,1729,5,1800,1734,-26,0,0,,,,,,
2015,6,26,5,WN,989,N246LV,SJC,PHX,1700,1700,0,7,1707,110,107,92,621,1839,8,1850,1847,-3,0,0,,,,,,
2015,7,14,2,AS,477,N566AS,LAX,SEA,600,555,-5,28,623,160,174,138,954,841,8,840,849,9,0,0,,,,,,
2015,2,6,5,OO,5382,N905SW,MBS,ORD,1956,1945,-11,20,2005,75,70,43,222,1948,7,2011,1955,-16,0,0,,,,,,
2015,7,25,6,OO,6354,N930SW,MTJ,DEN,948,944,-4,30,1014,64,79,37,196,1051,12,1052,1103,11,0,0,,,,,,
2015,3,19,4,UA,1292,N17233,HDN,IAH,1442,1436,-6,10,1446,163,168,137,985,1803,21,1825,1824,-1,0,0,,,,,,
2015,8,17,1,WN,345,N494WN,MSY,DAL,1250,1243,-7,10,1253,85,79,65,436,1358,4,1415,1402,-13,0,0,,,,,,
2015,4,29,3,US,544,N556UW,PHX,DFW,1235,1233,-2,21,1254,141,157,121,868,1655,15,1656,1710,14,0,0,,,,,,
2015,6,1,1,US,2164,N952UW,LGA,DCA,1700,104,484,27,131,83,73,43,214,214,3,1823,217,474,0,0,,0,0,6,468,0
