YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,3,31,2,MQ,3322,N632MQ,PIA,ORD,1015,1033,18,10,1043,56,47,32,130,1115,5,1111,1120,9,0,0,,,,,,
2015,7,17,5,EV,4270,N11547,DAY,ORD,1927,1921,-6,34,1955,76,138,46,240,1941,58,1943,2039,56,0,0,,56,0,0,0,0
2015,3,27,5,WN,699,N718SW,STL,PHX,1050,1136,46,7,1143,205,176,164,1262,1227,5,1215,1232,17,0,0,,0,0,16,1,0
2015,9,19,6,DL,1123,N618DL,SLC,ATL,710,707,-3,16,723,214,199,176,1590,1219,7,1244,1226,-18,0,0,,,,,,
2015,8,8,6,AA,1261,N505AA,LAX,AUS,1150,1145,-5,25,1210,191,186,157,1242,1647,4,1701,1651,-10,0,0,,,,,,
2015,6,17,3,AS,239,N317AS,SAN,SEA,1950,1947,-3,11,1958,160,163,136,1050,2214,16,2230,2230,0,0,0,,,,,,
2015,10,11,7,WN,2272,N8320J,10821,13232,1715,1821,66,9,1830,125,104,88,611,1858,7,1820,1905,45,0,0,,0,0,39,6,0
2015,2,5,4,OO,5243,N744SK,IAH,AUS,1015,1013,-2,26,1039,56,79,48,140,1127,5,1111,1132,21,0,0,,21,0,0,0,0
2015,5,21,4,EV,4270,N14972,ORD,MEM,1930,1934,4,14,1948,109,96,76,491,2104,6,2119,2110,-9,0,0,,,,,,
2015,10,17,6,WN,4694,N655WN,14057,13198,1035,1031,-4,8,1039,200,192,179,1482,1538,5,1555,1543,-12,0,0,,,,,,
2015,4,13,1,OO,6326,N903SW,SFO,SBA,1840,1837,-3,14,1851,73,65,46,262,1937,5,1953,1942,-11,0,0,,,,,,
2015,4,1,3,DL,1562,N909DE,LGA,RSW,815,812,-3,22,834,205,186,160,1080,1114,4,1140,1118,-22,0,0,,,,,,
2015,6,18,4,AA,1163,N3DVAA,CLT,DFW,1905,1929,24,11,1940,163,159,139,936,2059,9,2048,2108,20,0,0,,0,0,3,17,0
2015,8,15,6,WN,1944,N776WN,RNO,LAX,900,900,0,19,919,85,90,64,391,1023,7,1025,1030,5,0,0,,,,,,
2015,1,18,7,EV,4750,N14143,CLE,ORD,1040,1035,-5,6,1041,96,82,62,315,1043,14,1116,1057,-19,0,0,,,,,,
2015,1,22,4,B6,531,N794JB,SLC,LGB,1843,1850,7,16,1906,106,104,84,588,1930,4,1929,1934,5,0,0,,,,,,
2015,1,21,3,EV,4441,N11194,CLE,DFW,1622,1614,-8,20,1634,198,200,161,1021,1815,19,1840,1834,-6,0,0,,,,,,
2015,3,10,2,OO,4816,N953SW,MSP,CMH,1420,1419,-1,7,1426,115,103,91,626,1657,5,1715,1702,-13,0,0,,,,,,
2015,12,27,7,DL,976,N943AT,DCA,ATL,1600,1616,16,13,1629,124,101,83,547,1752,5,1804,1757,-7,0,0,,,,,,
2015,12,13,7,WN,5904,N7741C,DEN,TUL,950,946,-4,11,957,95,94,79,541,1216,4,1225,1220,-5,0,0,,,,,,
2015,7,18,6,WN,4316,N7730A,MDW,MCI,1415,1453,38,15,1508,80,84,65,405,1613,4,1535,1617,42,0,0,,4,0,10,28,0
2015,5,13,3,EV,3814,N17560,ORD,GSP,710,718,8,15,733,110,101,83,578,956,3,1000,959,-1,0,0,,,,,,
2015,5,12,2,AA,938,N3KGAA,JFK,SJU,2000,2008,8,29,2037,239,226,191,1598,2348,6,2359,2354,-5,0,0,,,,,,
2015,5,29,5,EV,5273,N719EV,LGA,CLE,1205,1201,-4,43,1244,113,114,66,419,1350,5,1358,1355,-3,0,0,,,,,,
2015,12,7,1,WN,206,N623SW,CMH,ATL,1120,1120,0,11,1131,95,87,68,447,1239,8,1255,1247,-8,0,0,,,,,,
2015,9,18,5,WN,1086,N528SW,DAL,MAF,2140,2132,-8,9,2141,70,63,51,319,2232,3,2250,2235,-15,0,0,,,,,,
2015,5,29,5,AA,1377,N3FMAA,DFW,SFO,1545,1552,7,16,1608,236,217,199,1464,1727,2,1741,1729,-12,0,0,,,,,,
2015,11,8,7,DL,2281,N932DN,IND,ATL,1824,1822,-2,23,1845,101,107,69,432,1954,15,2005,2009,4,0,0,,,,,,
2015,8,6,4,EV,2697,N672AE,DFW,BTR,1745,1744,-1,16,1800,84,79,58,383,1858,5,1909,1903,-6,0,0,,,,,,
2015,4,25,6,DL,393,N912DL,ORD,ATL,1330,1349,19,27,1416,121,120,88,606,1644,5,1631,1649,18,0,0,,0,0,14,4,0
2015,8,11,2,UA,1255,N32404,SAN,IAH,1542,1551,9,12,1603,191,184,167,1303,2050,5,2053,2055,2,0,0,,,,,,
2015,7,31,5,AA,1471,N3ABAA,MIA,PHX,2005,2029,24,32,2101,292,280,240,1972,2201,8,2157,2209,12,0,0,,,,,,
2015,10,6,2,WN,2900,N226WN,14683,10821,535,530,-5,10,540,200,191,177,1407,937,4,955,941,-14,0,0,,,,,,
2015,12,8,2,DL,2164,N359NB,MSP,DCA,1924,1921,-3,9,1930,145,129,117,931,2227,3,2249,2230,-19,0,0,,,,,,
2015,6,23,2,UA,1719,N16701,MSP,ORD,1743,1750,7,23,1813,91,87,57,334,1910,7,1914,1917,3,0,0,,,,,,
2015,5,17,7,EV,5568,N872AS,ATL,GSP,2056,2053,-3,17,2110,57,54,34,153,2144,3,2153,2147,-6,0,0,,,,,,
2015,4,19,7,MQ,3498,N847MQ,CHO,LGA,1445,1715,150,6,1721,77,68,55,305,1816,7,1602,1823,141,0,0,,0,0,141,0,0
2015,2,24,2,WN,345,N632SW,DEN,OMA,1610,,,,,80,,,472,,,1830,,,0,1,A,,,,,
2015,11,12,4,OO,2945,N506CA,PHX,GJT,950,1003,13,26,1029,97,89,60,438,1129,3,1127,1132,5,0,0,,,,,,
2015,6,4,4,WN,857,N279WN,TUL,STL,1800,1753,-7,12,1805,70,67,52,351,1857,3,1910,1900,-10,0,0,,,,,,
2015,3,15,7,AS,400,N614AS,PDX,SFO,1310,1311,1,19,1330,104,127,102,550,1512,6,1454,1518,24,0,0,,24,0,0,0,0
2015,6,16,2,OO,4488,N455SW,MSP,FWA,1910,1907,-3,16,1923,95,104,75,488,2138,13,2145,2151,6,0,0,,,,,,
2015,3,14,6,WN,2675,N496WN,DCA,MDW,815,814,-1,8,822,125,113,94,601,856,11,920,907,-13,0,0,,,,,,
2015,1,21,3,EV,5663,N11199,IAH,LBB,1431,1428,-3,15,1443,98,100,78,458,1601,7,1609,1608,-1,0,0,,,,,,
2015,3,18,3,AA,2419,N853AA,DFW,LAX,915,912,-3,20,932,208,186,162,1235,1014,4,1043,1018,-25,0,0,,,,,,
2015,3,12,4,WN,622,N927WN,DAL,AUS,600,555,-5,7,602,55,48,37,189,639,4,655,643,-12,0,0,,,,,,
2015,2,6,5,OO,2692,N468CA,PSP,PHX,1510,1504,-6,18,1522,65,69,44,261,1706,7,1715,1713,-2,0,0,,,,,,
2015,9,18,5,B6,938,N523JB,BQN,JFK,1010,1003,-7,11,1014,229,216,200,1576,1334,5,1359,1339,-20,0,0,,,,,,
2015,11,12,4,AA,1794,N953UW,PHL,BOS,1815,1927,72,9,1936,86,77,62,280,2038,6,1941,2044,63,0,0,,63,0,0,0,0
2015,10,18,7,AS,720,N307AS,14869,14679,805,753,-12,11,804,114,107,92,626,836,4,859,840,-19,0,0,,,,,,
2015,7,25,6,WN,4525,N748SW,GSP,HOU,1740,1736,-4,11,1747,135,134,105,845,1832,18,1855,1850,-5,0,0,,,,,,
2015,7,12,7,UA,1666,N78448,BOS,IAD,1930,1928,-2,30,1958,98,104,69,413,2107,5,2108,2112,4,0,0,,,,,,
2015,1,20,2,WN,4541,N235WN,DEN,LAX,1645,1644,-1,7,1651,160,148,136,862,1807,5,1825,1812,-13,0,0,,,,,,
2015,5,3,7,WN,1084,N433LV,MSY,DEN,925,922,-3,6,928,170,155,142,1062,1050,7,1115,1057,-18,0,0,,,,,,
2015,2,8,7,US,520,N662AW,PHX,BWI,950,947,-3,19,1006,261,250,228,1999,1554,3,1611,1557,-14,0,0,,,,,,
2015,1,10,6,OO,6396,N117SY,BOI,SFO,815,820,5,16,836,115,106,87,522,903,3,910,906,-4,0,0,,,,,,
2015,3,4,3,US,1733,N200UU,CLT,MCO,1820,1834,14,12,1846,102,95,77,468,2003,6,2002,2009,7,0,0,,,,,,
2015,6,12,5,DL,1221,N944DL,OKC,ATL,1555,1553,-2,9,1602,130,145,123,761,1905,13,1905,1918,13,0,0,,,,,,
2015,3,1,7,B6,366,N580JB,LGB,SMF,650,645,-5,16,701,82,75,55,387,756,4,812,800,-12,0,0,,,,,,
2015,1,19,1,UA,1606,N39461,ORD,LAX,1506,1506,0,13,1519,269,269,244,1744,1723,12,1735,1735,0,0,0,,,,,,
2015,9,1,2,OO,4630,N426SW,COS,SLC,825,822,-3,19,841,105,105,79,411,1000,7,1010,1007,-3,0,0,,,,,,
2015,1,31,6,UA,1100,N26208,AUS,SFO,1009,1031,22,11,1042,235,214,198,1504,1200,5,1204,1205,1,0,0,,,,,,
2015,7,13,1,DL,2064,N911DL,SDF,ATL,1826,1833,7,31,1904,99,90,55,321,1959,4,2005,2003,-2,0,0,,,,,,
2015,6,12,5,WN,1565,N8611F,LAS,LAX,1025,1020,-5,11,1031,65,59,39,236,1110,9,1130,1119,-11,0,0,,,,,,
2015,12,16,3,UA,215,N76516,DEN,SEA,800,759,-1,12,811,183,173,154,1024,945,7,1003,952,-11,0,0,,,,,,
2015,1,9,5,UA,1076,N37470,ORD,FLL,1313,1337,24,16,1353,190,170,152,1182,1725,2,1723,1727,4,0,0,,,,,,
2015,12,13,7,B6,395,N571JB,HPN,MCO,1029,1019,-10,14,1033,165,147,125,972,1238,8,1314,1246,-28,0,0,,,,,,
2015,6,20,6,EV,4638,N14143,CVG,EWR,1059,1139,40,12,1151,120,104,82,569,1313,10,1259,1323,24,0,0,,0,0,0,24,0
2015,5,3,7,WN,4634,N418WN,RSW,ATL,1945,1938,-7,11,1949,110,97,77,515,2106,9,2135,2115,-20,0,0,,,,,,
2015,5,4,1,US,492,N111US,PIT,PHL,1815,1814,-1,35,1849,85,101,57,268,1946,9,1940,1955,15,0,0,,15,0,0,0,0
2015,5,23,6,AA,2203,N3KJAA,MIA,LAS,2105,2100,-5,15,2115,327,325,302,2174,2317,8,2332,2325,-7,0,0,,,,,,
2015,9,25,5,WN,638,N747SA,DCA,MDW,1150,1200,10,13,1213,125,104,86,601,1239,5,1255,1244,-11,0,0,,,,,,
2015,8,4,2,AA,436,N152UW,PHX,SFO,2015,2012,-3,16,2028,125,113,93,651,2201,4,2220,2205,-15,0,0,,,,,,
2015,2,27,5,WN,3300,N960WN,BOS,BWI,950,953,3,34,1027,100,108,69,369,1136,5,1130,1141,11,0,0,,,,,,
2015,6,11,4,UA,605,N427UA,ORD,DEN,1025,1039,14,15,1054,155,155,128,888,1202,12,1200,1214,14,0,0,,,,,,
2015,3,9,1,WN,1719,N8601C,DEN,MSP,1020,1020,0,11,1031,120,108,93,680,1304,4,1320,1308,-12,0,0,,,,,,
2015,11,28,6,AA,664,N668AW,EWR,PHX,1630,1626,-4,15,1641,332,329,309,2133,1950,5,2002,1955,-7,0,0,,,,,,
2015,5,6,3,DL,445,N709TW,JFK,BOS,1650,1646,-4,23,1709,93,74,41,187,1750,10,1823,1800,-23,0,0,,,,,,
2015,6,12,5,WN,1445,N796SW,BWI,BDL,1150,1147,-3,11,1158,65,61,44,283,1242,6,1255,1248,-7,0,0,,,,,,
2015,6,21,7,US,2069,N117UW,CLT,IAH,1455,1451,-4,21,1512,158,145,119,912,1611,5,1633,1616,-17,0,0,,,,,,
2015,2,15,7,UA,728,N460UA,LAS,SFO,1419,1412,-7,18,1430,100,86,64,414,1534,4,1559,1538,-21,0,0,,,,,,
2015,4,25,6,EV,5109,N925EV,ATL,TYS,1505,1501,-4,24,1525,48,54,28,152,1553,2,1553,1555,2,0,0,,,,,,
2015,6,26,5,DL,2416,N943DN,ATL,TLH,2310,2309,-1,16,2325,65,56,37,223,2,3,15,5,-10,0,0,,,,,,
2015,7,31,5,DL,1642,N366NW,MSP,BIL,2214,2210,-4,15,2225,131,128,108,748,2313,5,2325,2318,-7,0,0,,,,,,
2015,10,13,2,WN,2872,N7704B,13198,15016,930,931,1,10,941,55,52,39,237,1020,3,1025,1023,-2,0,0,,,,,,
2015,1,4,7,B6,403,N637JB,JFK,SJU,955,952,-3,32,1024,227,235,196,1598,1440,7,1442,1447,5,0,0,,,,,,
2015,8,24,1,OO,4466,N439SW,PLN,DTW,1150,1150,0,18,1208,74,73,46,243,1254,9,1304,1303,-1,0,0,,,,,,
2015,7,3,5,AA,1176,N3KFAA,DFW,LGA,1905,1904,-1,12,1916,219,193,176,1389,2312,5,2344,2317,-27,0,0,,,,,,
2015,11,9,1,DL,1877,N318US,ORD,ATL,1645,1646,1,12,1658,121,115,90,606,1928,13,1946,1941,-5,0,0,,,,,,
2015,9,3,4,UA,1704,N68834,IAD,DEN,1440,1444,4,10,1454,226,211,195,1452,1609,6,1626,1615,-11,0,0,,,,,,
2015,2,4,3,WN,504,N714CB,HOU,BOS,1835,1907,32,9,1916,210,199,183,1609,2319,7,2305,2326,21,0,0,,0,0,18,3,0
2015,3,22,7,UA,202,N215UA,ORD,OGG,930,1052,82,21,1113,557,552,523,4184,1456,8,1347,1504,77,0,0,,0,0,77,0,0
2015,5,6,3,EV,4239,N12160,IAH,JAN,1708,1707,-1,20,1727,75,75,52,351,1819,3,1823,1822,-1,0,0,,,,,,
2015,8,5,3,AA,271,N5EDAA,LAX,OGG,1115,1105,-10,29,1134,349,365,330,2486,1404,6,1404,1410,6,0,0,,,,,,
2015,1,9,5,AS,64,N762AS,ANC,JNU,1130,1122,-8,8,1130,100,95,83,571,1253,4,1310,1257,-13,0,0,,,,,,
2015,1,17,6,AA,1615,N852AA,MIA,DFW,1145,1150,5,16,1206,202,191,163,1121,1349,12,1407,1401,-6,0,0,,,,,,
2015,8,18,2,OO,4581,N630SK,SEA,BOI,1515,1511,-4,17,1528,87,91,71,399,1739,3,1742,1742,0,0,0,,,,,,
2015,10,18,7,UA,1941,N14235,12266,10423,1535,1533,-2,10,1543,60,57,27,140,1610,20,1635,1630,-5,0,0,,,,,,
2015,6,30,2,WN,104,N225WN,MDW,MSP,2210,2244,34,8,2252,80,77,61,349,2353,8,2330,1,31,0,0,,0,0,31,0,0
2015,6,22,1,UA,1927,N73860,SFO,IAH,1056,1118,22,32,1150,233,240,198,1635,1708,10,1649,1718,29,0,0,,7,0,21,1,0
2015,11,3,2,F9,1456,N228FR,LAS,ATL,40,39,-1,17,56,220,232,209,1747,725,6,720,731,11,0,0,,,,,,
2015,4,17,5,WN,4464,N291WN,CMH,MDW,1130,1127,-3,10,1137,65,66,48,283,1125,8,1135,1133,-2,0,0,,,,,,
2015,3,10,2,WN,1454,N277WN,PVD,PBI,700,701,1,9,710,190,177,164,1148,954,4,1010,958,-12,0,0,,,,,,
2015,12,9,3,UA,350,N820UA,ORD,SAT,1955,1947,-8,14,2001,185,153,136,1041,2217,3,2300,2220,-40,0,0,,,,,,
2015,5,9,6,US,608,N180US,TPA,PHX,1730,1730,0,16,1746,277,272,248,1788,1854,8,1907,1902,-5,0,0,,,,,,
2015,1,24,6,EV,5121,N181PQ,DTW,CLE,1936,1933,-3,12,1945,59,48,26,95,2011,10,2035,2021,-14,0,0,,,,,,
2015,4,9,4,WN,2023,N8630B,BUF,MDW,1745,1750,5,14,1804,105,106,76,468,1820,16,1830,1836,6,0,0,,,,,,
2015,6,27,6,DL,147,N837DN,SLC,ATL,1353,1352,-1,16,1408,231,213,191,1590,1919,6,1944,1925,-19,0,0,,,,,,
2015,12,8,2,EV,2748,N629AE,BRO,DFW,600,553,-7,12,605,109,98,76,482,721,10,749,731,-18,0,0,,,,,,
2015,6,22,1,B6,802,N588JB,SLC,MCO,2350,8,18,16,24,262,251,230,1931,614,5,612,619,7,0,0,,,,,,
2015,7,31,5,EV,4391,N13988,IAH,CRP,1735,1759,24,11,1810,61,71,56,201,1906,4,1836,1910,34,0,0,,31,0,3,0,0
2015,4,5,7,WN,4037,N907WN,OKC,DEN,850,845,-5,8,853,105,92,77,495,910,7,935,917,-18,0,0,,,,,,
2015,11,2,1,UA,277,N826UA,OMA,DEN,623,614,-9,19,633,100,96,73,472,646,4,703,650,-13,0,0,,,,,,
2015,9,11,5,DL,1078,N908DA,PNS,ATL,725,723,-2,12,735,77,67,46,271,921,9,942,930,-12,0,0,,,,,,
2015,10,14,3,DL,1310,N933AT,10397,15624,1345,1340,-5,15,1355,75,62,40,250,1335,7,1400,1342,-18,0,0,,,,,,
2015,8,15,6,DL,2387,N995DL,ATL,DAB,927,920,-7,18,938,75,75,53,366,1031,4,1042,1035,-7,0,0,,,,,,
2015,8,7,5,DL,853,N963DN,RSW,DTW,1157,1151,-6,14,1205,173,172,150,1084,1435,8,1450,1443,-7,0,0,,,,,,
2015,1,26,1,NK,431,N529NK,RSW,DFW,1929,2149,140,11,2200,171,177,158,1017,2338,8,2120,2346,146,0,0,,6,0,11,129,0
2015,10,30,5,DL,2812,N317NB,10397,11540,1421,1417,-4,11,1428,200,201,185,1282,1533,5,1541,1538,-3,0,0,,,,,,
2015,7,8,3,AA,1524,N4YRAA,DFW,SAT,1510,1511,1,11,1522,71,58,44,247,1606,3,1621,1609,-12,0,0,,,,,,
2015,12,20,7,UA,369,N11206,EWR,SJU,655,655,0,12,707,235,216,197,1608,1124,7,1150,1131,-19,0,0,,,,,,
2015,3,19,4,DL,1704,N831DN,FLL,DTW,1743,1739,-4,10,1749,182,168,152,1127,2021,6,2045,2027,-18,0,0,,,,,,
2015,10,31,6,AA,249,N3FVAA,11298,14771,1550,1550,0,15,1605,225,213,194,1464,1719,4,1735,1723,-12,0,0,,,,,,
2015,7,1,3,VX,713,N523VA,DAL,SFO,800,757,-3,30,827,215,214,179,1476,926,5,935,931,-4,0,0,,,,,,
2015,4,8,3,DL,1907,N935DN,GRR,DTW,815,810,-5,18,828,59,63,36,120,904,9,914,913,-1,0,0,,,,,,
2015,12,29,2,AA,1067,N4XMAA,DFW,SJC,1710,1708,-2,15,1723,231,228,209,1438,1852,4,1901,1856,-5,0,0,,,,,,
2015,12,6,7,DL,1887,N669DN,ATL,MKE,1916,1933,17,12,1945,130,107,90,669,2015,5,2026,2020,-6,0,0,,,,,,
2015,4,30,4,AS,354,N590AS,SEA,SMF,905,859,-6,14,913,102,104,84,605,1037,6,1047,1043,-4,0,0,,,,,,
2015,1,14,3,WN,529,N8614M,STL,PHX,1715,1708,-7,6,1714,215,183,171,1262,1905,6,1950,1911,-39,0,0,,,,,,
2015,1,18,7,B6,1115,N229JB,BOS,DFW,1500,1459,-1,14,1513,269,245,220,1562,1753,11,1829,1804,-25,0,0,,,,,,
2015,6,17,3,UA,656,N434UA,ORD,BUF,1404,1400,-4,22,1422,96,88,63,473,1625,3,1640,1628,-12,0,0,,,,,,
2015,12,20,7,OO,6368,N909SW,PSC,DEN,1333,1331,-2,11,1342,138,130,112,852,1634,7,1651,1641,-10,0,0,,,,,,
2015,8,2,7,OO,4549,N427SW,ATL,CHO,1025,1020,-5,18,1038,92,92,68,457,1146,6,1157,1152,-5,0,0,,,,,,
2015,12,13,7,WN,1344,N7817J,DEN,RDU,1110,1112,2,16,1128,185,197,176,1436,1624,5,1615,1629,14,0,0,,,,,,
2015,10,5,1,WN,2777,N220WN,11259,14683,625,625,0,11,636,60,57,42,248,718,4,725,722,-3,0,0,,,,,,
2015,12,15,2,F9,1164,N701FR,MCO,CLE,2145,2137,-8,17,2154,150,143,116,895,2350,10,15,2400,-15,0,0,,,,,,
2015,2,8,7,US,1711,N126UW,DTW,CLT,1530,1525,-5,17,1542,110,106,79,500,1701,10,1720,1711,-9,0,0,,,,,,
2015,11,12,4,WN,2850,N434WN,PHX,LAX,1505,1510,5,10,1520,80,71,57,370,1517,4,1525,1521,-4,0,0,,,,,,
2015,11,21,6,OO,2967,N435SW,SBA,PHX,1635,1701,26,2,1703,92,73,66,455,1909,5,1907,1914,7,0,0,,,,,,
2015,12,29,2,DL,2212,N972DL,ATL,PNS,815,812,-3,16,828,71,69,49,271,817,4,826,821,-5,0,0,,,,,,
2015,10,16,5,WN,2463,N7831B,13232,11066,2145,2144,-1,13,2157,65,60,42,283,2339,5,2350,2344,-6,0,0,,,,,,
2015,5,10,7,DL,2487,N337NB,DTW,PHL,2140,2244,64,12,2256,101,83,68,453,4,3,2321,7,46,0,0,,0,0,1,45,0
2015,5,27,3,DL,931,N922AT,CLT,MSP,1121,1121,0,13,1134,164,146,130,930,1244,3,1305,1247,-18,0,0,,,,,,
2015,1,12,1,EV,5221,N750EV,SAT,DTW,725,724,-1,11,735,178,171,154,1214,1109,6,1123,1115,-8,0,0,,,,,,
2015,6,14,7,MQ,3507,N836MQ,ROC,ORD,1818,1812,-6,7,1819,118,99,83,528,1842,9,1916,1851,-25,0,0,,,,,,
2015,5,20,3,OO,6360,N912SW,SMX,SFO,1403,1540,97,13,1553,66,53,36,216,1629,4,1509,1633,84,0,0,,0,0,0,84,0
2015,6,8,1,WN,837,N750SA,SJC,PHX,1350,1404,14,7,1411,110,107,94,621,1545,6,1540,1551,11,0,0,,,,,,
2015,10,30,5,AA,1300,N3BAAA,13495,11298,1746,1740,-6,11,1751,104,103,75,447,1906,17,1930,1923,-7,0,0,,,,,,
2015,11,17,2,EV,4997,N707EV,LGA,SDF,1005,957,-8,49,1046,160,172,113,659,1239,10,1245,1249,4,0,0,,,,,,
2015,10,23,5,DL,1879,N893AT,12953,11697,700,653,-7,20,713,190,157,134,1076,927,3,1010,930,-40,0,0,,,,,,
2015,1,28,3,OO,5636,N928SW,SFO,MFR,1206,1200,-6,33,1233,81,85,47,329,1320,5,1327,1325,-2,0,0,,,,,,
2015,10,6,2,AA,735,N161UW,14100,12889,1610,1609,-1,26,1635,327,322,288,2176,1823,8,1837,1831,-6,0,0,,,,,,
2015,2,24,2,F9,624,N929FR,DEN,DTW,1415,1415,0,12,1427,161,173,151,1123,1858,10,1856,1908,12,0,0,,,,,,
2015,6,11,4,UA,1273,N57863,SFO,OGG,1245,1341,56,19,1400,325,309,283,2338,1543,7,1510,1550,40,0,0,,0,0,40,0,0
2015,9,17,4,B6,1885,N206JB,BOS,PIT,1750,1749,-1,30,1819,106,105,71,496,1930,4,1936,1934,-2,0,0,,,,,,
2015,4,19,7,DL,1351,N921DL,MIA,LGA,1100,1056,-4,37,1133,179,189,145,1096,1358,7,1359,1405,6,0,0,,,,,,
2015,3,6,5,AS,518,N614AS,SEA,SNA,1950,1946,-4,12,1958,149,149,134,978,2212,3,2219,2215,-4,0,0,,,,,,
2015,6,1,1,VX,399,N630VA,JFK,LAX,700,653,-7,27,720,365,353,320,2475,940,6,1005,946,-19,0,0,,,,,,
2015,12,9,3,DL,2646,N927DN,ATL,MSY,950,946,-4,17,1003,100,84,63,425,1006,4,1030,1010,-20,0,0,,,,,,
2015,12,19,6,DL,2463,N6713Y,JFK,SEA,1905,1903,-2,29,1932,385,405,359,2422,2231,17,2230,2248,18,0,0,,18,0,0,0,0
2015,12,21,1,WN,1971,N234WN,LAS,SJC,2130,2137,7,12,2149,85,81,64,386,2253,5,2255,2258,3,0,0,,,,,,
2015,12,28,1,UA,366,N39418,IAD,AUS,815,820,5,14,834,234,217,192,1297,1046,11,1109,1057,-12,0,0,,,,,,
2015,5,11,1,US,1737,N535UW,CLT,LAX,2210,41,151,14,55,312,323,275,2125,230,34,22,304,162,0,0,,11,0,127,24,0
2015,1,19,1,AS,172,N534AS,ANC,PHX,945,934,-11,14,948,345,323,304,2552,1652,5,1730,1657,-33,0,0,,,,,,
2015,6,27,6,US,1994,N201UU,PHL,ORD,1345,1341,-4,18,1359,137,136,103,678,1442,15,1502,1457,-5,0,0,,,,,,
2015,1,31,6,MQ,3635,N823MQ,PNS,DFW,1235,1230,-5,13,1243,130,121,96,604,1419,12,1445,1431,-14,0,0,,,,,,
2015,1,16,5,OO,6536,N929EV,DEN,SBA,1850,1853,3,24,1917,160,159,131,916,2028,4,2030,2032,2,0,0,,,,,,
2015,11,15,7,VX,954,N835VA,SFO,SAN,1205,1219,14,23,1242,90,90,65,447,1347,2,1335,1349,14,0,0,,,,,,
2015,5,13,3,OO,4976,N131SY,SFO,STL,1621,1621,0,35,1656,253,248,207,1735,2223,6,2234,2229,-5,0,0,,,,,,
2015,2,5,4,WN,2684,N8616C,DAL,MCO,1850,1853,3,12,1905,145,137,119,973,2204,6,2215,2210,-5,0,0,,,,,,
2015,1,11,7,WN,197,N606SW,HOU,OKC,2010,2053,43,25,2118,80,95,64,419,2222,6,2130,2228,58,0,0,,15,0,9,34,0
2015,9,4,5,DL,2053,N925DL,FNT,ATL,1749,1749,0,9,1758,134,120,105,645,1943,6,2003,1949,-14,0,0,,,,,,
2015,7,19,7,AA,531,N767UW,PHX,RNO,950,952,2,14,1006,107,104,84,601,1130,6,1137,1136,-1,0,0,,,,,,
2015,8,31,1,DL,1878,N627DL,ATL,MKE,1936,2021,45,14,2035,125,112,89,669,2104,9,2041,2113,32,0,0,,0,0,6,26,0
2015,12,22,2,DL,2310,N908DL,ATL,DFW,850,849,-1,17,906,148,146,117,731,1003,12,1018,1015,-3,0,0,,,,,,
2015,7,14,2,UA,1668,N36469,SFO,ORD,1206,1228,22,16,1244,263,242,209,1846,1813,17,1829,1830,1,0,0,,,,,,
2015,8,21,5,AA,1898,N171US,CLT,JFK,2209,2216,7,14,2230,110,100,75,541,2345,11,2359,2356,-3,0,0,,,,,,
2015,1,16,5,MQ,3542,N673MQ,CHS,MIA,1145,1136,-9,8,1144,102,84,73,489,1257,3,1327,1300,-27,0,0,,,,,,
2015,6,14,7,DL,764,N366NW,MKE,ATL,958,1058,60,9,1107,116,104,92,669,1339,3,1254,1342,48,0,0,,0,0,48,0,0
2015,11,5,4,WN,1302,N416WN,PHX,SFO,2140,2139,-1,12,2151,125,116,99,651,2230,5,2245,2235,-10,0,0,,,,,,
2015,11,14,6,EV,4171,N16918,EWR,MSN,1703,1702,-1,14,1716,158,148,125,799,1821,9,1841,1830,-11,0,0,,,,,,
2015,7,23,4,AA,386,N4XVAA,DFW,JAX,1505,1500,-5,12,1512,149,138,119,918,1811,7,1834,1818,-16,0,0,,,,,,
2015,6,13,6,WN,1056,N231WN,LAS,AMA,910,920,10,11,931,120,109,94,758,1305,4,1310,1309,-1,0,0,,,,,,
2015,3,4,3,UA,1692,N14219,LAX,DEN,815,811,-4,12,823,142,150,127,862,1130,11,1137,1141,4,0,0,,,,,,
2015,11,6,5,B6,164,N339JB,SRQ,JFK,1315,1309,-6,17,1326,157,154,133,1041,1539,4,1552,1543,-9,0,0,,,,,,
2015,4,18,6,F9,1127,N220FR,IAD,LAS,2245,2239,-6,12,2251,315,314,282,2065,33,20,100,53,-7,0,0,,,,,,
2015,9,25,5,OO,4751,N936SW,MSP,GFK,1532,1528,-4,14,1542,74,76,59,284,1641,3,1646,1644,-2,0,0,,,,,,
2015,9,15,2,DL,2403,N909DA,DCA,ATL,1800,1819,19,15,1834,123,109,84,547,1958,10,2003,2008,5,0,0,,,,,,
